title,company,location,description,salary_min,salary_max,contract_type,created,redirect_url,category,country,specialty
Mastère Manager de développement commercial,Job and Talent,"Paris, Ile-de-France","Deviens un expert du développement commercial avec un Mastère en alternance Job&Talent recherche les futurs talents commerciaux prêts à se former avec un Mastère Manager de Développement Commercial en alternance  Tu veux une formation en alternance d'1 an pour maîtriser la stratégie commerciale, la gestion de la relation client et le pilotage de la performance ? N'attends plus, envoie-nous ton CV  Ce que tu vas apprendre : - Négociation, marketing et management pour élaborer et déployer des st…",,,,2025-03-31T20:00:54Z,https://www.adzuna.fr/land/ad/5120282486?se=ArrYvS4e8BG-i3PTGXcHCQ&utm_medium=api&utm_source=e1ad5111&v=D53F9BFE3EAE725AA3DE6F9F51A1E3C6AAB0CED9,Emplois Vente,fr,ingenierie_informatique
Job in Germany: Senior Shopify Developer (m/w/d),Vitabay,France,"Vitabay New Senior Shopify Developer Cologne, Germany (hybrid) Employee Web development Location: Remote or Cologne-Bayenthal Start: Immediately Level: Senior (at least 5 years of experience) About us: Vitabay is a family-run e-commerce company with over 25 years of experience in the field of nutritional supplements and health products. We have been developing and selling high-quality vitamins and supplements since 1999 - successfully via Amazon, and increasingly via our own Shopify store. Our …",,,,2025-04-11T06:28:13Z,https://www.adzuna.fr/land/ad/5140015704?se=ArrYvS4e8BG-i3PTGXcHCQ&utm_medium=api&utm_source=e1ad5111&v=474064FCAB0346954F02D75518C1BA7D757345FD,Unknown,fr,ingenierie_informatique
Job in Germany: Software Developer .NET (m/f/d),SCHNELL MEDIA GmbH & Co. KG,France,"We are fast. We are orange. We are colorful. We are loud and quiet. We love what we do and make an important contribution to our customers' success every day. We create quality and are one of the leading media and IT service providers in Europe. From our offices in Germany and Asia, we advise and support international clients from the advertising, photography, retail and industrial sectors. SCHNELLMEDIA stands for know-how and the future. We are passionate about professional image editing, onli…",,,,2025-03-25T04:49:13Z,https://www.adzuna.fr/land/ad/5109575725?se=ArrYvS4e8BG-i3PTGXcHCQ&utm_medium=api&utm_source=e1ad5111&v=340E0005778BADD498E8E359A45DD6234B966806,Unknown,fr,ingenierie_informatique
Job in Germany: Android Developer (m/f/d),DIVERA GmbH,France,"Android Developer (m/f/d) DIVERA GmbH Android Developer (m/f/d) for permanent position Wuppertal, Germany (hybrid) Employee Software development DIVERA GmbH digitizes and accelerates processes for companies, authorities, fire departments and aid organizations. To this end, we develop and operate the alerting and availability system DIVERA 24/7 as a SaaS platform. With our app, customers are able to reach their own personnel within seconds in the event of emergencies, operational disruptions and…",,,,2025-04-18T06:46:37Z,https://www.adzuna.fr/land/ad/5151053153?se=ArrYvS4e8BG-i3PTGXcHCQ&utm_medium=api&utm_source=e1ad5111&v=3866ABC0DE8AA4130E9DA486A04205A964F0F902,Unknown,fr,ingenierie_informatique
Job in Germany: PHP Developer (all genders),Tenhil GmbH & Co. KG,France,"The companies of the TENHIL Group offer award-winning solutions for online recruiting: high-reach online job markets in Germany and Austria as well as SaaS portal solutions for the operation of job boards on partner websites. The companies in the TENHIL Group include the job exchanges stellenanzeigen.de, Yourfirm.de, Regio-Jobanzeiger.de, Jobblitz.de, Kalaydo.de and it-jobs.de. With Karrieretag, TENHIL also has a leading provider of career fairs in its portfolio. PHP developer (all genders) You…",,,,2025-03-30T05:58:31Z,https://www.adzuna.fr/land/ad/5118447733?se=ArrYvS4e8BG-i3PTGXcHCQ&utm_medium=api&utm_source=e1ad5111&v=741AFCDCC2CFC579FA61779FC5EBEE8D1C67EE67,Unknown,fr,ingenierie_informatique
Job in Germany: RPA Developer (m/w/d),CGI Deutschland B.V. & Co. KG,France,"RPA Developer (m/f/d) Category: Business process consulting, strategy and digital transformation Main location: Germany, Thuringia, Erfurt Alternative locations: Germany, Saxony, Leipzig Germany, Saxony, Dresden Job ID: J0325-1068 Type of employment: Full-time Job description At CGI, we advise and support our customers from various industries in the digitalization of their business processes. Our Robotics Process Automation and Consulting sub-business unit is a central component of CGI. We are …",,,,2025-03-26T05:05:08Z,https://www.adzuna.fr/land/ad/5111629230?se=ArrYvS4e8BG-i3PTGXcHCQ&utm_medium=api&utm_source=e1ad5111&v=F98B58AA21D85D8A86CF57496C95663E6033B990,Unknown,fr,ingenierie_informatique
Job in Germany: Software Developer (m/f/d) Application Software,AUMA Riester GmbH & Co. KG,France,"AUMA - an innovative, medium-sized family business headquartered in Müllheim i. M. - has been developing, producing and selling electric actuators and valve gearboxes for a wide range of industries, such as the water and energy sectors, for over 60 years. With 2800 employees worldwide, AUMA is one of the global market leaders. We ensure our independence and competitiveness through innovative solutions in all business areas. We are committed to the well-being of our employees and take responsibi…",,,,2025-04-16T06:40:32Z,https://www.adzuna.fr/land/ad/5146873551?se=ArrYvS4e8BG-i3PTGXcHCQ&utm_medium=api&utm_source=e1ad5111&v=F6F4C5BDDE3D3884FF32531510085D19A5C58D24,Unknown,fr,ingenierie_informatique
Job in Germany: Software Developer ERP Applications (f/m/d),PLANAT GmbH,France,"Shaping the future of ERP for SMEs with us For more than 40 years, we have been making the corporate world a little easier with our ERP system FEPA We inspire our customers as a competent partner in the areas of software, consulting and service - all from a single source Strengthen our development team as Software developer ERP applications (f/m/d) You will program complete applications for our customers from the manufacturing SME sector. You will ensure that the individual functionalities are …",,,,2025-04-15T06:38:43Z,https://www.adzuna.fr/land/ad/5145057320?se=ArrYvS4e8BG-i3PTGXcHCQ&utm_medium=api&utm_source=e1ad5111&v=2EBC323E036463936645CA0FB8CCC868D4C1A9E4,Unknown,fr,ingenierie_informatique
Job in Germany: IT Trainer / Software Developer (m/f/d),DRV Bayern-Süd,France,"We are an efficient and future-oriented social security service provider with more than 3,600 employees. As a regional provider of German pension insurance, we are responsible for the administrative districts of Upper Bavaria, Lower Bavaria and Upper Palatinate. At our locations in Landshut and Munich, we are a competent and reliable point of contact for around 2.9 million insured persons, employers and 1 million pensioners. To strengthen our IT department, which currently has around 150 employ…",,,,2025-03-29T05:05:29Z,https://www.adzuna.fr/land/ad/5117403314?se=ArrYvS4e8BG-i3PTGXcHCQ&utm_medium=api&utm_source=e1ad5111&v=DE1636BC7EDE77B720A888972F162AA12B4DADCE,Unknown,fr,ingenierie_informatique
Job in Germany: Lead Java Developer (m/w/d),42matches GmbH,France,"42matches Ltd. Lead Java Developer Hamburg, Germany Employee Software development 95,000 € to 105,000 € / year 42matches is looking for a Lead Java Developer (m/f/d) on behalf of a specialized market leader in legal and financial technology, who is not only technically convincing, but also wants to take responsibility and lead a small team of developers. In this company, legal expertise meets modern technology: established for decades - now digital, efficient and highly automated. You will work…",,,,2025-04-15T06:38:43Z,https://www.adzuna.fr/land/ad/5145057324?se=ArrYvS4e8BG-i3PTGXcHCQ&utm_medium=api&utm_source=e1ad5111&v=669A8F6B1B19082D821B1F02F41B845C10725361,Unknown,fr,ingenierie_informatique
