title,company,location,description,salary_min,salary_max,contract_type,created,redirect_url,category,country,specialty
Job in Germany: Software Developer (m/f/d) Application Software,AUMA Riester GmbH & Co. KG,France,"AUMA - an innovative, medium-sized family business headquartered in Müllheim i. M. - has been developing, producing and selling electric actuators and valve gearboxes for a wide range of industries, such as the water and energy sectors, for over 60 years. With 2800 employees worldwide, AUMA is one of the global market leaders. We ensure our independence and competitiveness through innovative solutions in all business areas. We are committed to the well-being of our employees and take responsibi…",,,,2025-04-16T06:40:32Z,https://www.adzuna.fr/land/ad/5146873551?se=glNDty4e8BG_XLfW0bWCew&utm_medium=api&utm_source=e1ad5111&v=F6F4C5BDDE3D3884FF32531510085D19A5C58D24,Unknown,fr,ingenierie_informatique
Staff Software engineer - CI/CD & DevOps,ARM,"Nice, Alpes-Maritimes","Job Description: Arm has built the world’s most pervasive compute architecture, and we’ve led many of the technology revolutions that impact the day-to-day lives of people everywhere. The Future of computing is Built on Arm. Now we are consolidating our software tooling teams to take us to the next level. As a member of the ESQA team (Engineering Support & Quality Assurance), you will have the chance to grow your knowledge and expertise. You will contribute to Arm technology deployed in the nex…",,,,2025-04-14T03:59:28Z,https://www.adzuna.fr/land/ad/5143724969?se=glNDty4e8BG_XLfW0bWCew&utm_medium=api&utm_source=e1ad5111&v=206253345072FE3EF137D3D3F5FA522D223B7D1F,Unknown,fr,ingenierie_informatique
Job in Germany: Software Developer .NET (m/f/d),SCHNELL MEDIA GmbH & Co. KG,France,"We are fast. We are orange. We are colorful. We are loud and quiet. We love what we do and make an important contribution to our customers' success every day. We create quality and are one of the leading media and IT service providers in Europe. From our offices in Germany and Asia, we advise and support international clients from the advertising, photography, retail and industrial sectors. SCHNELLMEDIA stands for know-how and the future. We are passionate about professional image editing, onli…",,,,2025-03-25T04:49:13Z,https://www.adzuna.fr/land/ad/5109575725?se=glNDty4e8BG_XLfW0bWCew&utm_medium=api&utm_source=e1ad5111&v=340E0005778BADD498E8E359A45DD6234B966806,Unknown,fr,ingenierie_informatique
Job in Germany: Lead Architect Software Development (m/f/d),LINCK Holzverarbeitungstechnik GmbH,France,"As Europe's largest manufacturer of sawmill systems with almost 200 years of experience, LINCK is the right partner when it comes to customized complete solutions for the wood processing industry. 19 of the 20 largest sawmills rely on the precise and innovative technology of our machines and systems. In special plant engineering, tailor-made solutions, maximum precision and a future-oriented system landscape are crucial for sustainable project success. Our software architecture forms the techno…",,,,2025-04-18T06:46:36Z,https://www.adzuna.fr/land/ad/5151053138?se=glNDty4e8BG_XLfW0bWCew&utm_medium=api&utm_source=e1ad5111&v=E29F502102E6CFED907A43F8FDA21DCE3568461C,Unknown,fr,ingenierie_informatique
Job in Germany: IT Trainer / Software Developer (m/f/d),DRV Bayern-Süd,France,"We are an efficient and future-oriented social security service provider with more than 3,600 employees. As a regional provider of German pension insurance, we are responsible for the administrative districts of Upper Bavaria, Lower Bavaria and Upper Palatinate. At our locations in Landshut and Munich, we are a competent and reliable point of contact for around 2.9 million insured persons, employers and 1 million pensioners. To strengthen our IT department, which currently has around 150 employ…",,,,2025-03-29T05:05:29Z,https://www.adzuna.fr/land/ad/5117403314?se=glNDty4e8BG_XLfW0bWCew&utm_medium=api&utm_source=e1ad5111&v=DE1636BC7EDE77B720A888972F162AA12B4DADCE,Unknown,fr,ingenierie_informatique
Job in Germany: Software Developer ERP Applications (f/m/d),PLANAT GmbH,France,"Shaping the future of ERP for SMEs with us For more than 40 years, we have been making the corporate world a little easier with our ERP system FEPA We inspire our customers as a competent partner in the areas of software, consulting and service - all from a single source Strengthen our development team as Software developer ERP applications (f/m/d) You will program complete applications for our customers from the manufacturing SME sector. You will ensure that the individual functionalities are …",,,,2025-04-15T06:38:43Z,https://www.adzuna.fr/land/ad/5145057320?se=glNDty4e8BG_XLfW0bWCew&utm_medium=api&utm_source=e1ad5111&v=2EBC323E036463936645CA0FB8CCC868D4C1A9E4,Unknown,fr,ingenierie_informatique
Job in Germany: Project Engineer Software (m/f/d),Hochschule Worms,France,"With its three faculties of Computer Science, Tourism/Transport and Economics, Worms University of Applied Sciences is an internationally oriented campus university with a strong industry focus. Excellent supervision ratios, consistent practical relevance and a convenient location between the Rhine-Neckar metropolitan region and the Rhine-Main area make Worms University of Applied Sciences an attractive place to learn and teach. The following position is available in the Centre for Digitalizati…",,,,2025-04-17T06:43:20Z,https://www.adzuna.fr/land/ad/5148940670?se=glNDty4e8BG_XLfW0bWCew&utm_medium=api&utm_source=e1ad5111&v=AB8C9050467D69F18BD334DA3F619FB1CA41529C,Unknown,fr,ingenierie_informatique
Job in Germany: Software Developer (m/f/d) (1990s/2000s technologies),Klinisch-immunologisches Labor / Prof. h.c.  Dr. med. Winfried Stöcker,France,"Software Developer (m/f/d) (1990s/2000s technologies) In the Clinical Immunology Laboratory Prof. h.c. (RCH) Dr. med. Winfried Stöcker, up to 1,000 sera are examined daily under the guidance of laboratory physicians - the diagnostic repertoire for the field of autoimmune diseases is one of the most extensive in the world. In our modern medical laboratory with high scientific standards, the position of Head of the Informatics Department is to be filled and an independent integrative laboratory m…",,,,2025-04-08T06:35:25Z,https://www.adzuna.fr/land/ad/5134896822?se=glNDty4e8BG_XLfW0bWCew&utm_medium=api&utm_source=e1ad5111&v=07EBB6EFF8D4E394A828B3EA274F5F550801D3E1,Unknown,fr,ingenierie_informatique
Job in Germany: C# / .NET Software Developer (all genders),Tenhil GmbH & Co. KG,France,"The companies of the TENHIL Group offer award-winning solutions for online recruiting: high-reach online job markets in Germany and Austria as well as SaaS portal solutions for the operation of job boards on partner websites. The companies in the TENHIL Group include the job exchanges stellenanzeigen.de, Yourfirm.de, Regio-Jobanzeiger.de, Jobblitz.de, Kalaydo.de and it-jobs.de. With Karrieretag, TENHIL also has a leading provider of career fairs in its portfolio. C# / .NET Software Developer (a…",,,,2025-03-30T05:58:31Z,https://www.adzuna.fr/land/ad/5118447731?se=glNDty4e8BG_XLfW0bWCew&utm_medium=api&utm_source=e1ad5111&v=BACFFC101B9510CB7F55BCCA3B40385128439DB5,Unknown,fr,ingenierie_informatique
"Job in Germany: Software Developer, DevOps (m/f/d)",Limbach Gruppe SE,France,"Limbach Group SE More than a laboratory. The Limbach Group currently consists of over 30 individual laboratories. The medically managed individual laboratories have established themselves as a leading group of companies through competent medical advice, highly specialized diagnostics, a comprehensive range of services and a broad spectrum of services. The laboratories are a reliable partner for doctors in private practice, hospitals and other medical facilities. Software developer, DevOps (m/f/…",,,,2025-03-28T04:55:21Z,https://www.adzuna.fr/land/ad/5114938657?se=glNDty4e8BG_XLfW0bWCew&utm_medium=api&utm_source=e1ad5111&v=CB603800F65491F60AF86E2697457A635F5EE014,Unknown,fr,ingenierie_informatique
Job in Germany: Software Developer/Programmer (m/f/d),Bildung und Chancen im Kreis Gütersloh gGmbH,France,"Software Developer/Programmer (m/f/d) The Center for Education and Opportunities (gGmbH) pursues the goal of promoting the educational opportunities of children and young people in the Gütersloh district so that they become more independent of their background or social situation. To this end, we are already implementing projects for elementary school. In the future, projects for daycare centers will also be developed and tested in three municipalities in the Gütersloh district. We are looking …",,,,2025-04-18T06:46:35Z,https://www.adzuna.fr/land/ad/5151053134?se=glNDty4e8BG_XLfW0bWCew&utm_medium=api&utm_source=e1ad5111&v=FE339EB2555946FFBA80CAEC90BCE53AF733AC52,Unknown,fr,ingenierie_informatique
Software Engineer,Excelloit Consultancy Services,"Amiens, Somme","FULLTIME ROLE Job Title : Software Engineer Location: Amiens, France (Onsite) Job Description Technical Skills : Software Engineer mastering Python FLASK framework Capable to request Firewall rules Capable to run application troubleshooting using wireshark. Knowledge on Azure cloud infrastructure (what and How to request resource)  Terraform Softskills French speaking (daily interaction with end users) Experience in software project management including change management and software validation…",,,,2025-04-09T04:54:59Z,https://www.adzuna.fr/land/ad/5136512604?se=glNDty4e8BG_XLfW0bWCew&utm_medium=api&utm_source=e1ad5111&v=2F1B491AA5C868630EE661E7F275B447F9DFA348,Unknown,fr,ingenierie_informatique
Software Engineer,E-Solutions,France,Technical Skills : Software Engineer mastering Python FLASK framework Capable to request Firewall rules Capable to run application troubleshooting using wireshark. Knowledge on Azure cloud infrastructure (what and How to request resource)  Terraform Softskills French speaking (daily interaction with end users) Experience in software project management including change management and software validation (Computer system validation,,,,2025-04-14T07:38:01Z,https://www.adzuna.fr/land/ad/5143868538?se=glNDty4e8BG_XLfW0bWCew&utm_medium=api&utm_source=e1ad5111&v=93162C43CB7DE5E84003F20A77A76230B3A5CB83,Unknown,fr,ingenierie_informatique
Software Developer,FIME,"Caen, Calvados","Software Developer (F/M/D) Company: Fime enables its clients to create and launch trusted and secure solutions with consulting, test tools and testing services across payments, smart mobility, and digital identity. With 900 experts around the world in over 20 locations, Fime is a multi-cultural global leading player in its industry. Inspired by our talented people, we are empowered to take ownership and innovate for the benefit of our clients. Employee growth is therefore our priority, and we d…",,,,2025-04-11T05:27:59Z,https://www.adzuna.fr/land/ad/5139962186?se=glNDty4e8BG_XLfW0bWCew&utm_medium=api&utm_source=e1ad5111&v=DD9A272608B9D76E21D6A923C993F36A6602BF13,Unknown,fr,ingenierie_informatique
Software Engineer,NEO2 Digital,"Clamart, Antony","L'entreprise NEO2 Digital est une entité du groupe NEO2 créée en 2021, imaginée comme une start-up. Nous accompagnons nos clients industriels sur leurs projets Digitaux. Comment ? Nous détachons, sur site client, nos ingénieurs experts sur : l’exploitation des données brutes industrielles, le delivery de projets digitaux et l’infrastructure (sécurité, hébergement des données, cloud). Cette petite tribu agile intervient partout en France à Paris, Nantes, Lyon, Lille, Strasbourg, Aix-en-Provence …",,,,2025-04-04T08:21:33Z,https://www.adzuna.fr/land/ad/5128734018?se=glNDty4e8BG_XLfW0bWCew&utm_medium=api&utm_source=e1ad5111&v=9699D0DE2E7AD741F7B0D125E3F17D9F537B80A4,Unknown,fr,ingenierie_informatique
