title,company,location,description,salary_min,salary_max,contract_type,created,redirect_url,category,country,specialty
CHEF DE CHANTIER (F/H),Groupe Randstad France,"Equeurdreville-Hainneville, Cherbourg-Octeville","Marque Randstad vous ouvre toutes les portes de l'emploi : intérim, CDD, CDI. Chaque année, 330 000 collaborateurs (f/h) travaillent dans nos 60 000 entreprises clientes. Rejoignez-nous  Parce que le nucléaire est un métier d'experts, votre agence Randstad, 100 % spécialisée, est en recherche permanente de nouvelles compétences et vous offre de nombreuses opportunités d'emploi. Client Nous recherchons pour le compte de notre client, entreprise spécialisée dans les Projets, les Travaux et la Mai…",,,,2025-03-19T02:21:30Z,https://www.adzuna.fr/details/5100047210?utm_medium=api&utm_source=e1ad5111,Emplois Autres/Général,fr,genie_civil_btp
ELECTRICIEN DE CHANTIER (F/H),Groupe Randstad France,"Longueville-sur-Scie, Dieppe","Marque Chez Randstad, nous croyons que chaque emploi est une opportunité pour un talent de réaliser son potentiel . Notre mission consiste à accompagner les candidats à trouver leur place dans le monde du travail . CDI , CDD, intérim ? Nous sommes là  Avec notre expertise nucléaire, nous trouvons les talents qui façonnent le futur de l'énergie. Client Notre client, établi à sur les CNPE de Paluel & Penly, est une entreprise du secteur des travaux de construction. Poste Quels défis captivants l'…",,,,2025-03-14T20:04:36Z,https://www.adzuna.fr/details/5093917877?utm_medium=api&utm_source=e1ad5111,Emplois Ingénierie,fr,genie_civil_btp
ELECTRICIEN DE CHANTIER (F/H),Groupe Randstad France,"Tourlaville, Cherbourg-Octeville","Marque Randstad vous ouvre toutes les portes de l'emploi : intérim, CDD, CDI. Chaque année, 330 000 collaborateurs (f/h) travaillent dans nos 60 000 entreprises clientes. Rejoignez-nous  Parce que le naval et le nautisme sont des métiers d'experts, votre agence Randstad, 100 % spécialisée, est en recherche permanente de nouvelles compétences et vous offre de nombreuses opportunités d'emploi. Client Nous recherchons pour le compte de notre client, expert dans l'électricité sur sites industriels,…",,,,2025-03-25T03:13:40Z,https://www.adzuna.fr/details/5109519579?utm_medium=api&utm_source=e1ad5111,Emplois Ingénierie,fr,genie_civil_btp
ELECTRICIEN DE CHANTIER (F/H),Groupe Randstad France,"Léré, Bourges","Marque Randstad vous ouvre toutes les portes de l'emploi : intérim, CDD, CDI. Chaque année, 330 000 collaborateurs (f/h) travaillent dans nos 60 000 entreprises clientes. Rejoignez-nous  Parce que le nucléaire est un métier d'experts, votre agence Randstad, 100 % spécialisée, est en recherche permanente de nouvelles compétences et vous offre de nombreuses opportunités d'emploi. Client Nous recherchons pour le compte de notre client prestataire de maintenance sur centrale nucléaire, 2 électricie…",,,,2025-03-14T20:04:36Z,https://www.adzuna.fr/details/5093917874?utm_medium=api&utm_source=e1ad5111,Emplois Ingénierie,fr,genie_civil_btp
ELECTRICIEN DE CHANTIER (F/H),Groupe Randstad France,"Le Pecq, Saint-Germain-en-Laye","Marque Randstad vous ouvre toutes les portes de l'emploi : intérim, CDD, CDI. Chaque année, 330 000 collaborateurs (f/h) travaillent dans nos 60 000 entreprises clientes. Rejoignez-nous  Spécialisée dans les domaines de l'Electricité et du Génie Climatique, votre agence Randstad vous propose de valoriser votre savoir faire et de développer vos compétences sur tous types d'installations électriques. Client Notre client, basé en Ile de France, offre des opportunités dans la construction de haute …",,,,2025-04-11T15:56:15Z,https://www.adzuna.fr/details/5140513263?utm_medium=api&utm_source=e1ad5111,Emplois Ingénierie,fr,genie_civil_btp
CHEF DE CHANTIER TUYAUTEUR (F/H),Groupe Randstad France,"Le Creusot, Autun","Marque Chez Randstad, on ne plaisante pas avec le job parfait. Nous sommes déterminés à vous aider à le trouver. Notre obsession ? Trouver votre prochain job parfait. Client Notre client, implanté à MONTCHANIN, est un acteur majeur dans le secteur de la fabrication de produits métalliques, offrant des opportunités de carrière stimulantes. Poste Quel défi palpitant vous fera progresser en tant que Tuyauteur (F/H) ? Dans ce rôle stimulant, vous collaborerez directement avec le chef de projet et l…",,,,2025-04-11T15:56:35Z,https://www.adzuna.fr/details/5140513917?utm_medium=api&utm_source=e1ad5111,Emplois Autres/Général,fr,genie_civil_btp
RESPONSABLE CHANTIER MAINTENANCE (F/H),Groupe Randstad France,"Ardennes, Grand-Est","Marque Randstad Search, Cabinet Conseil en Recrutement et Approche directe, intervient dans la recherche et l'évaluation des profils Middle et Top Management. Le cabinet est présent dans les principales métropoles françaises. Client Nous recrutons un Responsable de chantier de maintenance pour une entreprise spécialisée en maintenance industrielle, intervenant dans les domaines de l'industrie et de la métallerie. Forte de son expertise et de son savoir-faire, cette structure familiale accompagn…",,,,2025-03-27T12:30:53Z,https://www.adzuna.fr/details/5113392442?utm_medium=api&utm_source=e1ad5111,Emplois Maintenance,fr,genie_civil_btp
Chef de chantier/Cheffe de chantier,Synergie,France,"La cellule recrutement CDD/CDI Synergie Centre Val-de-Loire recrute  Nous recherchons pour notre client situé sur l'agglomération de Montargis et spécialisé dans le domaine de la construction, un CHEF DE CHANTIER F/H dans le cadre d'un CDI . Sous la supervision du conducteur de travaux, vous êtes chargé de l'organisation et la gestion d'un chantier. A ce titre, vos missions seront les suivantes : - Etablir un calendrier précis des interventions. - Gérer le matériel, le personnel et les approvis…",,,,2025-03-28T03:32:19Z,https://www.adzuna.fr/land/ad/5114760909?se=iLEF-i4e8BG-i3PTGXcHCQ&utm_medium=api&utm_source=e1ad5111&v=88B256B4A97720859FA53A9898C522857115C61F,Unknown,fr,genie_civil_btp
Chef de chantier/Cheffe de chantier,CESI,France,"Le CESI Campus de Caen recrute en contrat d'alternance dans le cadre de la formation BAC2 Responsable de chantier BTP (1 semaine à l'école, 3 semaines en entreprise), pour le compte d'une entreprise partenaire sur le secteur Saint-lois. Alternance - Chef de Chantier H/F L'entreprise interviens dans la construction et l’entretiens des infrastructures de transport. Elle est implanté dans de nombreux pays lui conférent la place de leader mondial dans les solutions de mobilité innovantes et respons…",,,,2025-04-05T08:46:43Z,https://www.adzuna.fr/land/ad/5130859989?se=iLEF-i4e8BG-i3PTGXcHCQ&utm_medium=api&utm_source=e1ad5111&v=34FF8F2802E8A56EFCE3FA9E6FDA59420C236DFB,Unknown,fr,genie_civil_btp
Chef de chantier/Cheffe de chantier,belle environnement,"Ile-de-France, France","Chef de Chantier – Spécialité Pompage & Fontainerie (H/F)  Lieu : Région Nord - Ile de France Vos missions principales : Sous la responsabilité du Conducteur de Travaux, vous êtes le garant du bon déroulement des chantiers : Encadrer et animer le(s) compagnon(s) Participer aux travaux de pompage et de fontainerie Suivre l’avancement du chantier et veiller au respect des délais Lire et interpréter les plans, schémas hydrauliques et dossiers techniques Assurer la gestion des approvisionnements en…",,,,2025-04-09T04:56:34Z,https://www.adzuna.fr/land/ad/5136516399?se=iLEF-i4e8BG-i3PTGXcHCQ&utm_medium=api&utm_source=e1ad5111&v=858C532AA31113B6E99615D3A23D35A117250679,Unknown,fr,genie_civil_btp
