title,company,location,description,salary_min,salary_max,contract_type,created,redirect_url,category,country,specialty
Technicien Logistique H/F,Armée de l'Air et de l'Espace,"Reims 1er Canton, Reims","L'armée de l'Air et de l'Espace a pour mission d'assurer la sécurité du territoire et le maintien de la paix. Notre plan stratégique s'articule autour de 3 missions : Protéger, les français à l'intérieur de nos frontières et au-delà, Intervenir, par le déploiement d'actions immédiates, Dissuader, notamment par la mise en oeuvre de la composante aéroportée de la dissuasion nucléaire. L'armée de l'Air et l'Espace compte près de 40 500 militaires.  Devenir technicien logistique au sein de l'armée …",1980,2700,,2025-03-27T03:41:52Z,https://www.adzuna.fr/land/ad/5112905396?se=uCY-5S4e8BG-i3PTGXcHCQ&utm_medium=api&utm_source=e1ad5111&v=A8A8FE0AA71F8DC6720780765961469412D2551F,Emplois Hospitalité et Restauration,fr,genie_industriel
AGENT LOGISTIQUE NUCLÉAIRE (F/H),Groupe Randstad France,"Dampierre-en-Burly, Sully-sur-Loire","Marque Besoin d'un coup pouce pour faire avancer votre carrière ? Votre consultant Randstad, spécialisé dans votre métier, vous aidera à trouver la meilleure opportunité. Notre expertise nucléaire vous offre les meilleures opportunités de carrière dans un secteur passionnant. Client Notre client, basé sur le CNPE de DAMPIERRE, opère dans les domaines de l'architecture, de l'ingénierie, du contrôle et des analyses techniques, offrant des solutions innovantes et performantes à ses clients. Pourqu…",,,,2025-03-19T02:21:29Z,https://www.adzuna.fr/details/5100047184?utm_medium=api&utm_source=e1ad5111,Emplois Voyages,fr,genie_industriel
AGENT LOGISTIQUE NUCLÉAIRE (F/H),Groupe Randstad France,"Gravelines, Dunkerque","Marque Randstad vous ouvre toutes les portes de l'emploi : intérim, CDD, CDI. Chaque année, 330 000 collaborateurs (f/h) travaillent dans nos 60 000 entreprises clientes. Rejoignez-nous  Parce que le nucléaire est un métier d'experts, votre agence Randstad, 100 % spécialisée, est en recherche permanente de nouvelles compétences et vous offre de nombreuses opportunités d'emploi. Client Nous recherchons pour le compte de notre client basé sur le CNPE de Gravelines est engagé dans les activités d'…",,,,2025-03-14T20:04:28Z,https://www.adzuna.fr/details/5093917817?utm_medium=api&utm_source=e1ad5111,Emplois Voyages,fr,genie_industriel
TECHNICIEN PRODUCTION LOGISTIQUE (F/H),Groupe Randstad France,"Neuville-sur-Saône, Lyon","Marque Véritable référent sur le marché de l'industrie pharmaceutique Randstad a développé un réseau d'agences spécialisées directement implantées à proximité des grands laboratoires fabricants. Nous recrutons pour eux des professionnels (f/h) qui connaissent Parce que les secteurs de la chimie, de la pharmacie et de la cosmétique sont exigeants, votre agence Randstad, 100 % spécialisée, est en recherche permanente de nouvelles compétences et vous offre de nombreuses opportunités d'emploi. Clie…",,,,2025-04-11T15:56:08Z,https://www.adzuna.fr/details/5140513126?utm_medium=api&utm_source=e1ad5111,Emplois Fabrication,fr,genie_industriel
AGENT LOGISTIQUE NUCLÉAIRE (F/H),Groupe Randstad France,"Dagneux, Meximieux","Marque Randstad vous ouvre toutes les portes de l'emploi : intérim, CDD, CDI. Chaque année, 330 000 collaborateurs (f/h) travaillent dans nos 60 000 entreprises clientes. Rejoignez-nous  Parce que le nucléaire est un métier d'experts, votre agence Randstad, 100 % spécialisée, est en recherche permanente de nouvelles compétences et vous offre de nombreuses opportunités d'emploi. Client Notre client, situé sur le CNPE de Bugey, se consacre à offrir des services complets liés à l'aménagement paysa…",,,,2025-03-14T20:04:37Z,https://www.adzuna.fr/details/5093917884?utm_medium=api&utm_source=e1ad5111,Emplois Voyages,fr,genie_industriel
AGENT LOGISTIQUE NUCLÉAIRE (F/H),Groupe Randstad France,"Cany-Barville, Dieppe","Marque Randstad vous ouvre toutes les portes de l'emploi : intérim, CDD, CDI. Chaque année, 330 000 collaborateurs (f/h) travaillent dans nos 60 000 entreprises clientes. Rejoignez-nous  Parce que le nucléaire est un métier d'experts, votre agence Randstad, 100 % spécialisée, est en recherche permanente de nouvelles compétences et vous offre de nombreuses opportunités d'emploi. Client Notre client situé à PALUEL est engagé dans des activités d'architecture et d'ingénierie, ainsi que des activit…",,,,2025-03-14T20:04:34Z,https://www.adzuna.fr/details/5093917864?utm_medium=api&utm_source=e1ad5111,Emplois Voyages,fr,genie_industriel
AGENT LOGISTIQUE NUCLÉAIRE (F/H),Groupe Randstad France,"Dampierre-en-Burly, Sully-sur-Loire","Marque Randstad vous ouvre toutes les portes de l'emploi : intérim, CDD, CDI. Chaque année, 330 000 collaborateurs (f/h) travaillent dans nos 60 000 entreprises clientes. Rejoignez-nous  Parce que le nucléaire est un métier d'experts, votre agence Randstad, 100 % spécialisée, est en recherche permanente de nouvelles compétences et vous offre de nombreuses opportunités d'emploi. Client Nous recherchons pour le compte de notre client spécialisé dans le nucléaires un agent ZPPDN F/H expérimenté po…",,,,2025-03-14T20:04:36Z,https://www.adzuna.fr/details/5093917876?utm_medium=api&utm_source=e1ad5111,Emplois Voyages,fr,genie_industriel
"ASSISTANT LOGISTIQUE, ACHATS (F/H)",groupe randstad france,"Liévin-Sud, Lens","Marque Randstad vous ouvre toutes les portes de l'emploi : intérim, CDD, CDI. Chaque année, 330 000 collaborateurs (f/h) travaillent dans nos 60 000 entreprises clientes. Rejoignez-nous  Parce que le nucléaire est un métier d'experts, votre agence Randstad, 100 % spécialisée, est en recherche permanente de nouvelles compétences et vous offre de nombreuses opportunités d'emploi. Client Nous recherchons pour le compte de notre client un logisticien H/F pour les activités du nucléaire. Poste Dans …",,,,2025-04-10T06:54:00Z,https://www.adzuna.fr/details/5138229134?utm_medium=api&utm_source=e1ad5111,Emplois Distribution et Entrepôts,fr,genie_industriel
Responsable en Logistique H/F,Armée de l'Air et de l'Espace,"Finistère, Bretagne","L'armée de l'Air et de l'Espace a pour mission d'assurer la sécurité du territoire et le maintien de la paix. Notre plan stratégique s'articule autour de 3 missions : Protéger, les français à l'intérieur de nos frontières et au-delà, Intervenir, par le déploiement d'actions immédiates, Dissuader, notamment par la mise en oeuvre de la composante aéroportée de la dissuasion nucléaire. L'armée de l'Air et l'Espace compte près de 40 500 militaires. En fonction de votre affectation, vos missions reg…",1800,1800,,2025-03-27T03:41:53Z,https://www.adzuna.fr/land/ad/5112905580?se=uCY-5S4e8BG-i3PTGXcHCQ&utm_medium=api&utm_source=e1ad5111&v=C6401B647B151EC1DB04131DD9F95EEB75172D34,Emplois Hospitalité et Restauration,fr,genie_industriel
Assistant logistique/Assistante logistique,Curium - Site de Saclay - CIS bio international,"Gif-sur-Yvette, Palaiseau","Technicien Assistant logistique – H/F - CDD - À propos de l'entreprise : Aspirez-vous à contribuer à l’avancement des solutions de diagnostic de lutte contre le cancer ? Recherchez vous des défis stimulants au sein d’une entreprise engagée ? Rejoignez notre équipe chez CURIUM  Nous sommes spécialisés dans la production et la fourniture de traceurs radioactifs utilisés en médecine nucléaire. En permettant un diagnostic précis et un traitement précoce du cancer , ainsi que des maladies du cœur, d…",,,,2025-04-12T06:07:33Z,https://www.adzuna.fr/land/ad/5141658772?se=uCY-5S4e8BG-i3PTGXcHCQ&utm_medium=api&utm_source=e1ad5111&v=ABD4F759A8D56787DA5881CB8D730EE13AC7C7E1,Unknown,fr,genie_industriel
