title,company,location,description,salary_min,salary_max,contract_type,created,redirect_url,category,country,specialty
Coordinateur de financement/Coordinatrice de financement,Vilogia,"Villeneuve-d'Ascq, Lille","I - ENTREPRISE La META : une structure innovante au service du renouvellement urbain. Lille Métropole Habitat (LMH), Vilogia SA, Partenord Habitat et Terre d'Opale Habitat, confient leurs projets de renouvellement urbain à un Groupement d'intérêt économique (GIE) : La META (Mutualisation des Energies pour Transformer et Aménager). Ainsi associés, ces bailleurs conjuguent leurs ressources et leurs moyens pour répondre aux enjeux liés à l'attractivité des quartiers prioritaires et au développemen…",,,,2025-04-06T10:05:02Z,https://www.adzuna.fr/land/ad/5132203934?se=tCLH_y4e8BGla2k9OSZXLA&utm_medium=api&utm_source=e1ad5111&v=31D289B943C53A56D1BB3674729446DD476DF101,Emplois Immobilier,fr,genie_financier
MOA finance,Canopee,"Paris, Ile-de-France","Quelques mots sur l’Empowering Ecosystem Nous sommes un cabinet de conseil multi-spécialiste. C’est dans le secteur financier que nous avons développé depuis 2009, notre agilité et nos compétences, autour de nos 3 expertises phares : Conseil Métier Finance, Data & Transformation digitale. Ici, l’empowerment est au cœur du quotidien de chacun et nous engageons notre collectif, sur une trajectoire de performance responsable, humaine et économique. Pour intégrer notre client grand compte, nous rec…",,,,2025-04-12T06:07:02Z,https://www.adzuna.fr/land/ad/5141658323?se=tCLH_y4e8BGla2k9OSZXLA&utm_medium=api&utm_source=e1ad5111&v=8CAAEC2F42427D4EF470BF96672ED7A4F706835A,Unknown,fr,genie_financier
Analyste Financements,Upward,"Paris, Ile-de-France","Analyste Financements (H/F) Upward, cabinet de recrutement spécialisé dans les métiers du Conseil et du Hors Conseil, recherche pour l’un de ses clients un/e Analyste Financements. Poste : Analyste Financements (H/F) Localisation : Paris 8ème, France Politique RH : 2 jours de télétravail par semaine Notre client Notre client est un acteur pharmaceutique français à dimension internationale. L'opportunité Afin de renforcer son équipe Finance, la société recherche un Financing Associate (Analyste …",,,,2025-04-03T08:04:16Z,https://www.adzuna.fr/land/ad/5125964721?se=tCLH_y4e8BGla2k9OSZXLA&utm_medium=api&utm_source=e1ad5111&v=249355DF462A77226DD0FA152624431D9FB48323,Unknown,fr,genie_financier
Finance Manager,Wanhua Chemical Group,"Le-Pont-de-Claix, Grenoble","Duties & Responsibilities Monthly closing of accounts and preparation of financial statements Cost and inventory management. Coordinating with external audit firms and tax offices, providing annual audit materials and filing tax returns in compliance with regulations Investment control and capitalization of assets upon settlement. Management of Daily Accounting Archives. Maintain communication with the parent company and complete data confirmation and reporting work according to the requirement…",,,,2025-03-25T03:28:00Z,https://www.adzuna.fr/land/ad/5109530100?se=tCLH_y4e8BGla2k9OSZXLA&utm_medium=api&utm_source=e1ad5111&v=5D497B9EE93DDCDC8C74D6190D701D3B5CA1A35A,Unknown,fr,genie_financier
Responsable Financement H/F,CMA CGM,"Bouches-du-Rhône, Provence-Alpes-Côte d'Azur","MISSION : Au sein de la Direction Financière du Groupe, vous intervenez sur l'ensemble des financements du Groupe : financements structurés (financements d'actifs et de projets), financements corporate (RCF, acquisitions, etc.), financements des filiales du Groupe, etc. RESPONSABILITÉS : - Vous dirigez la structuration et la négociation des financements, - Vous participez ou assurez le lien avec nos partenaires financiers (banques, investisseurs, ECAs) et êtes en charge de la relation avec un c…",,,,2025-04-08T05:01:31Z,https://www.adzuna.fr/land/ad/5134731332?se=tCLH_y4e8BGla2k9OSZXLA&utm_medium=api&utm_source=e1ad5111&v=20B6CB0FE299B3BB2583877BE36D95E620875C46,Unknown,fr,genie_financier
Conseiller en Financement H/F,Renault - Gueudet 1880,"Neufchâtel-en-Bray, Dieppe","Notre objectif ? Accompagner et satisfaire nos clients dans leur projet d'acquisition. Ce que nous vous proposons ? - Rejoignez l'un des leaders automobile - Intégrez une équipe performante qui a le goût du challenge - Un quotidien varié - Des challenges et des objectifs clairs et précis - Une cohésion d'équipe et une ambiance de travail positive et stimulante Dans ce cadre, vous êtes l'un des interlocuteurs privilégié du client dans le processus de vente. Vous vous positionnez auprès de vos cl…",30000,40000,,2025-04-10T05:05:32Z,https://www.adzuna.fr/land/ad/5138123438?se=tCLH_y4e8BGla2k9OSZXLA&utm_medium=api&utm_source=e1ad5111&v=C43B061DD479522617AE0EA4EC8E9AC893819518,Unknown,fr,genie_financier
Conseiller en Financement H/F,Renault - Gueudet 1880,"Dreux-Sud, Dreux","Notre objectif ? Accompagner et satisfaire nos clients dans leur projet d'acquisition. Ce que nous vous proposons ? - Rejoignez l'un des leaders automobile - Intégrez une équipe performante qui a le goût du challenge - Un quotidien varié - Des challenges et des objectifs clairs et précis - Une cohésion d'équipe et une ambiance de travail positive et stimulante Dans ce cadre, vous êtes l'un des interlocuteurs privilégié du client dans le processus de vente. Vous vous positionnez auprès de vos cl…",,,,2025-04-10T05:05:32Z,https://www.adzuna.fr/land/ad/5138123437?se=tCLH_y4e8BGla2k9OSZXLA&utm_medium=api&utm_source=e1ad5111&v=FEA34D9BC347C533E6D050A2897BCCE592322376,Unknown,fr,genie_financier
Conseiller en Financement H/F,Renault - Gueudet 1880,"Berck, Montreuil","Notre objectif ? Accompagner et satisfaire nos clients dans leur projet d'acquisition. Ce que nous vous proposons ? - Rejoignez l'un des leaders automobile - Intégrez une équipe performante qui a le goût du challenge - Un quotidien varié - Des challenges et des objectifs clairs et précis - Une cohésion d'équipe et une ambiance de travail positive et stimulante Dans ce cadre, vous êtes l'un des interlocuteurs privilégié du client dans le processus de vente. Vous vous positionnez auprès de vos cl…",30000,45000,,2025-04-10T05:05:32Z,https://www.adzuna.fr/land/ad/5138123466?se=tCLH_y4e8BGla2k9OSZXLA&utm_medium=api&utm_source=e1ad5111&v=1C2959F239A3D5E3B4ECAEA304E9E564AD0BB58B,Unknown,fr,genie_financier
Directeur des Finances H/F,Potentiel Humain,"Béziers 3e Canton, Béziers","- Contrat : CDI - Statut contractuel ou titulaire de la fonction publique - Localisation : Béziers - Prise de poste : Octobre / Novembre 2025 - Expérience : significative de minimum 7 ans sur un poste de directeur(trice) ou directeur(trice) adjoint(e) au sein de la direction ou du service des finances d'une collectivité locale - Temps de travail : 35h / semaine sur 4,5 jours (plages horaires de 7h45 à 18h00 avec système de badgeage - 1h de pause méridienne) - Rémunération : Selon profil et expé…",,,,2025-04-19T06:27:22Z,https://www.adzuna.fr/land/ad/5152693060?se=tCLH_y4e8BGla2k9OSZXLA&utm_medium=api&utm_source=e1ad5111&v=903F450CB0839273C56335A838D2CECADA629973,Unknown,fr,genie_financier
Juriste finances publiques,Direction de la Transformation Numérique,"Paris, Ile-de-France","Vous souhaitez intégrer une direction dynamique, tournée vers le numérique et la gestion de projets ? Vous souhaitez participer à la transformation du ministère au sein d’un collectif innovant ? Vous souhaitez apporter des idées pour améliorer les fonctions supports budgétaires de la direction ? Nous recherchons un responsable budgétaire pour assurer le pilotage des crédits numériques pour l’ensemble des programmes suivis par la direction de la transformation numérique du ministère de l’intérie…",,,,2025-04-03T08:05:01Z,https://www.adzuna.fr/land/ad/5125965941?se=tCLH_y4e8BGla2k9OSZXLA&utm_medium=api&utm_source=e1ad5111&v=5F39A6D0903C499FD28F5572CB8F83ED248C1E07,Unknown,fr,genie_financier
Offre de stage « recherche de financements extérieurs »,InPACT NA,France,"CONTEXTE Face aux enjeux de maintien voire d’augmentation des financements des structures membres et de la tête de réseau, InPACT NA est aujourd’hui à une étape clé. En lien avec la coordinatrice du réseau, la mission du stagiaire consistera à participer à la définition des stratégies de financement, à la prospection et à la fidélisation des partenariats financiers. Vous contribuerez également à la stratégie et la mise en place des outils de communication nécessaires à la recherche de financeme…",,,,2025-02-06T04:26:06Z,https://www.adzuna.fr/land/ad/5039276220?se=tCLH_y4e8BGla2k9OSZXLA&utm_medium=api&utm_source=e1ad5111&v=AEDF1369D5BE9F0BF934AA60A493CC90952758DC,Unknown,fr,genie_financier
