title,company,location,description,salary_min,salary_max,contract_type,created,redirect_url,category,country,specialty
ELECTRICIEN INDUSTRIEL (F/H),Groupe Randstad France,"Vic-le-Comte, Clermont-Ferrand","Marque Randstad est le leader reconnu du recrutement. Avec une présence mondiale et une grande variété de domaines d'expertise, vous trouverez forcément l'emploi adapté à votre profil. Que ce soit pour un poste en CDI , CDD ou intérim. Dans l'industrie, découvrez des opportunités de carrière avec notre expertise en recrutement. Client Notre client, établi à ISSOIRE, est une entreprise du secteur des travaux de construction. Quels sont les moyens de transport pour se rendre au travail ? - En voi…",,,,2025-03-27T12:30:34Z,https://www.adzuna.fr/details/5113391928?utm_medium=api&utm_source=e1ad5111,Emplois Ingénierie,fr,genie_industriel
ELECTRICIEN INDUSTRIEL (F/H),groupe randstad france,"Tourlaville, Cherbourg-Octeville","Marque Randstad vous ouvre toutes les portes de l'emploi : intérim, CDD, CDI. Chaque année, 330 000 collaborateurs (f/h) travaillent dans nos 60 000 entreprises clientes. Rejoignez-nous  Parce que le naval et le nautisme sont des métiers d'experts, votre agence Randstad, 100 % spécialisée, est en recherche permanente de nouvelles compétences et vous offre de nombreuses opportunités d'emploi. Client Nous recherchons pour le compte de notre client, expert dans l'électricité sur sites industriels,…",,,,2025-03-25T03:13:25Z,https://www.adzuna.fr/details/5109519388?utm_medium=api&utm_source=e1ad5111,Emplois Ingénierie,fr,genie_industriel
ELECTRICIEN INDUSTRIEL (F/H),Groupe Randstad France,"Domérat-Montluçon-Nord-Ouest, Montluçon","Marque Randstad vous ouvre toutes les portes de l'emploi : intérim, CDD, CDI. Chaque année, 330 000 collaborateurs (f/h) travaillent dans nos 60 000 entreprises clientes. Rejoignez-nous  Client Nous recherchons pour le compte de notre client, filiale du groupe VINCI, spécialisé dans les travaux de maintenance et les travaux industriels dans les domaines de la chaudronnerie, la tuyauterie, la mécanique, l'électricité et l'automatisme UN ELECTRICIEN INDUSTRlEL F/H pour intervenir sur des grands s…",,,,2025-03-27T12:30:58Z,https://www.adzuna.fr/details/5113392679?utm_medium=api&utm_source=e1ad5111,Emplois Ingénierie,fr,genie_industriel
ELECTRICIEN INDUSTRIEL (F/H),Groupe Randstad France,"Aubagne-Ouest, Marseille","Marque Randstad vous ouvre toutes les portes de l'emploi : intérim, CDD, CDI. Chaque année, 330 000 collaborateurs (f/h) travaillent dans nos 60 000 entreprises clientes. Rejoignez-nous  Client Nous recherchons pour le compte de notre client, spécialisé dans la reproduction de pièces automobiles classiques françaises, un Électricien Industriel (H/F) expérimenté pour rejoindre son équipe. En tant qu'Électricien Industriel, vous serez chargé de l'installation, de la maintenance et du dépannage de…",,,,2025-03-27T12:30:34Z,https://www.adzuna.fr/details/5113391917?utm_medium=api&utm_source=e1ad5111,Emplois Ingénierie,fr,genie_industriel
ELECTRICIEN INDUSTRIEL (F/H),Groupe Randstad France,"Dinan-Est, Dinan","Marque Randstad est le leader reconnu du recrutement. Avec une présence mondiale et une grande variété de domaines d'expertise, vous trouverez forcément l'emploi adapté à votre profil. Que ce soit pour un poste en CDI , CDD ou intérim. Dans l'industrie, découvrez des opportunités de carrière avec notre expertise en recrutement. Client Notre client, situé à DINAN, est une entreprise de fabrication de machines et d'équipements pour les secteurs industriel, commercial et agricole. Poste Quelles re…",,,,2025-03-27T12:30:28Z,https://www.adzuna.fr/details/5113391726?utm_medium=api&utm_source=e1ad5111,Emplois Ingénierie,fr,genie_industriel
SERRURIER INDUSTRIEL (F/H),Groupe Randstad France,"Saint-Valery-en-Caux, Dieppe","Marque Randstad vous ouvre toutes les portes de l'emploi : intérim, CDD, CDI. Chaque année, 330 000 collaborateurs (f/h) travaillent dans nos 60 000 entreprises clientes. Rejoignez-nous  Parce que le nucléaire est un métier d'experts, votre agence Randstad, 100 % spécialisée, est en recherche permanente de nouvelles compétences et vous offre de nombreuses opportunités d'emploi. Client Notre client, basé à ST VALERY EN CAUX, offre des opportunités dans l'industrie de la construction de haute qua…",,,,2025-03-14T20:04:30Z,https://www.adzuna.fr/details/5093917834?utm_medium=api&utm_source=e1ad5111,Emplois Distribution et Entrepôts,fr,genie_industriel
ELECTRICIEN INDUSTRIEL (F/H),Groupe Randstad France,"Roybon, Grenoble","Marque Randstad vous ouvre toutes les portes de l'emploi : intérim, CDD, CDI. Chaque année, 330 000 collaborateurs (f/h) travaillent dans nos 60 000 entreprises clientes. Rejoignez-nous  Client Notre agence Randstad de St Eteinne de St Geoirs 38590 recherche pour le compte de notre client de son client implanté sur le 38270, belle entreprise industrielle, son électro-mécanicien H/F. Poste Au sein d'une belle société industrielle du secteur du 38270, de plus de 100 salariés, vous aurez en charge…",,,,2025-03-27T12:30:29Z,https://www.adzuna.fr/details/5113391751?utm_medium=api&utm_source=e1ad5111,Emplois Ingénierie,fr,genie_industriel
ELECTRICIEN INDUSTRIEL (F/H),Groupe Randstad France,"Marange-Silvange, Metz-Campagne","Marque Randstad est le leader reconnu du recrutement. Avec une présence mondiale et une grande variété de domaines d'expertise, vous trouverez forcément l'emploi adapté à votre profil. Que ce soit pour un poste en CDI , CDD ou intérim. Notre expertise pointue vous ouvre les portes d'opportunités professionnelles uniques. Client Notre client situé à WOIPPY est engagé dans des activités d'architecture et d'ingénierie, ainsi que des activités de contrôle et analyses techniques. Poste Comment envis…",,,,2025-03-27T12:31:03Z,https://www.adzuna.fr/details/5113392891?utm_medium=api&utm_source=e1ad5111,Emplois Ingénierie,fr,genie_industriel
ELECTRICIEN INDUSTRIEL (F/H),Groupe Randstad France,"Chalon-sur-Saône-Ouest, Chalon-sur-Saône","Marque Bien plus qu'une entreprise de recrutement, Randstad vous accompagne dans votre carrière professionnelle. Des équipes de consultants experts de vos métiers vous trouvent les meilleures opportunités d'emploi . Notre expertise pointue vous ouvre les portes d'opportunités professionnelles uniques. Client Notre client, établi à CHATENOY LE ROYAL, est une entreprise du secteur des travaux de construction. Poste Quel défi captivant en tant qu'Electricien industriel (F/H) souhaitez-vous relever…",,,,2025-03-27T12:30:47Z,https://www.adzuna.fr/details/5113392242?utm_medium=api&utm_source=e1ad5111,Emplois Ingénierie,fr,genie_industriel
ELECTRICIEN INDUSTRIEL (F/H),Groupe Randstad France,"Martigues-Ouest, Istres","Marque Bien plus qu'une entreprise de recrutement, Randstad vous accompagne dans votre carrière professionnelle. Des équipes de consultants experts de vos métiers vous trouvent les meilleures opportunités d'emploi . Dans l'industrie, découvrez des opportunités de carrière avec notre expertise en recrutement. Client Notre client, établi à FOS SUR MER, est une entreprise du secteur des travaux de construction. Poste Seriez-vous intéressé(e) par des missions stimulantes en tant qu'Électricien indu…",,,,2025-03-27T12:30:55Z,https://www.adzuna.fr/details/5113392563?utm_medium=api&utm_source=e1ad5111,Emplois Ingénierie,fr,genie_industriel
