title,company,location,description,salary_min,salary_max,contract_type,created,redirect_url,category,country,specialty
Gestionnaire comptable,Groupe Sovitrat,"Gennevilliers, Nanterre","- rapprochement des factures, - vérification des BL, - gestion des fournisseurs et sous-traitant. - litige, - création BL Le groupe Sovitrat - société de travail temporaire, opère dans tous les secteurs tels que ceux de l'industrie, du tertiaire, de la pétrochimie, du transport/logistique, des télécoms ainsi que dans le secteur du BTP. Fort d'un réseau de plus de 55 agences couvrant l'ensemble du territoire, nous accompagnons nos clients et nos intérimaires dans la réussite de leurs projets.",,,permanent,2025-04-14T14:29:34Z,https://www.adzuna.fr/land/ad/5144090255?se=RggkDS8e8BG_XLfW0bWCew&utm_medium=api&utm_source=e1ad5111&v=DF90FF2ED84DB6FC4310DE0371727954D9DB3062,Unknown,fr,genie_financier
Comptable Trésorier H/F,Saint Gobain,"Avignon-Nord, Avignon","Missions et responsabilités Au sein du Centre de Services Partagés (CSP) du Pontet, notre équipe Comptabilité Bancaire est à la recherche d'un nouveau membre. En tant que Comptable Trésorier, vous êtes l'interlocuteur particulier des banques, de la direction financière du Groupe Saint-Gobain et des autres services comptables du CSP. Vos principales missions consistent notamment à : Suivre les écritures de banque, Prévoir et réaliser les déclarations de trésorerie des sociétés clientes (sociétés…",29000,29000,,2025-04-02T17:56:32Z,https://www.adzuna.fr/land/ad/5124442918?se=RggkDS8e8BG_XLfW0bWCew&utm_medium=api&utm_source=e1ad5111&v=DD25E3199D73B03953DD2D29D381139BC4A6D128,Emplois Industrie et Construction,fr,genie_financier
Gestionnaire comptable/ADP H/F,Skills,"Le Neubourg, Evreux","Client SKILLS est un acteur majeur sur le marché du recrutement et de l'intérim. Notre cabinet fédère plus de 200 collaborateurs au travers de 18 bureaux en France. Nous sommes un collectif soudé autour de valeurs simples et saines, avec une culture du résultat sans parei",,,permanent,2025-04-16T15:27:21Z,https://www.adzuna.fr/land/ad/5147381612?se=RggkDS8e8BG_XLfW0bWCew&utm_medium=api&utm_source=e1ad5111&v=99C320750BDF7AD8E9F4C8F709D8124DA40046ED,Emplois Comptabilité et Finance,fr,genie_financier
Trésorier/Trésorière,Bridge,"Paris, Ile-de-France","Rejoignez Bridge, un groupe d'EHPAD en pleine transformation, qui place l'humain et la bienveillance au cœur de l'accompagnement de ses résidents. Portée par une gouvernance renouvelée, la nouvelle dynamique du Groupe s'appuie sur des valeurs fortes : agilité, respect, engagement et intégrité, tout en préservant les fondements qui ont fait sa force. Bridge, avec ses 33 résidences réparties à travers la France, est une entreprise à taille humaine où chaque collaborateur joue un rôle essentiel da…",,,,2025-04-09T04:54:50Z,https://www.adzuna.fr/land/ad/5136512425?se=RggkDS8e8BG_XLfW0bWCew&utm_medium=api&utm_source=e1ad5111&v=ADD775812EF822E72CD43841F805FF932BB9698E,Unknown,fr,genie_financier
Trésorier/Trésorière,UNEDIC,"Paris, Ile-de-France","L’Unédic est l’organisme paritaire qui gère le Régime d’Assurance chômage et qui a pour missions d’informer et éclairer les représentants des salariés et des employeurs, prescrire et sécuriser les règles ; garantir le financement du régime, et accompagner la mise en œuvre de l’Assurance chômage Rejoindre l'Unédic, c'est bien plus que travailler pour une organisation. C'est contribuer activement à la sécurisation professionnelle de l’ensemble des actifs, en contribuant à la gestion de l'assuranc…",,,,2025-04-06T10:05:49Z,https://www.adzuna.fr/land/ad/5132204237?se=RggkDS8e8BG_XLfW0bWCew&utm_medium=api&utm_source=e1ad5111&v=D3A4AC84E076C98E2573E5D3DBC8755AAD091028,Unknown,fr,genie_financier
Gestionnaire Comptable H/F,Volkswagen,"Aix en Provence Sud-Ouest, Aix-en-Provence","En intégrant nos concessions, nous vous proposons une grande diversité de métiers. Nous recherchons pour notre activité un Gestionnaire comptable H/F En tant que Gestionnaire comptable, vous serez responsable de la gestion des tâches comptables d'une des entreprises du groupe (sur 3 sites). Vous travaillerez en étroite collaboration avec la Directrice Administrative et Financière pour assurer la précision et la conformité des opérations financières, ainsi qu'avec le Directeur et les autres chef…",,,,2025-04-19T05:22:36Z,https://www.adzuna.fr/land/ad/5152629108?se=RggkDS8e8BG_XLfW0bWCew&utm_medium=api&utm_source=e1ad5111&v=08654DE2530BE33E98538D6A319C2CDDE08F8393,Emplois Fabrication,fr,genie_financier
Comptable Trésorier H/F - Le Pontet,Saint-Gobain,"Le-pontet, Avignon","Au sein du Centre de Services Partagés (CSP) du Pontet, notre équipe Comptabilité Bancaire est à la recherche d'un nouveau membre. En tant que Comptable Trésorier, vous êtes l'interlocuteur particulier des banques, de la direction financière du Groupe Saint-Gobain et des autres services comptables du CSP. Vos principales missions consistent notamment à :  Suivre les écritures de banque,  Prévoir et réaliser les déclarations de trésorerie des sociétés clientes (sociétés industrielles du Groupe S…",,,contract,2025-04-14T14:34:20Z,https://www.adzuna.fr/land/ad/5144097298?se=RggkDS8e8BG_XLfW0bWCew&utm_medium=api&utm_source=e1ad5111&v=FC9CABDF4F3D0847EED8D7D2651742AAD44AA847,Unknown,fr,genie_financier
Gestionnaire Comptable H/F,Sofida Auto,"Compiègne-Nord, Compiègne","En lien avec le Responsable Administratif et Financier, vos missions consisteront à : - Assurer l'enregistrement d'opérations comptables plus ou moins complexes dans le respect des normes comptables, fiscales et sociales en vigueur sur notre logiciel DMS DCSNet - Justifier / réconcilier les comptes avec la balance en lien avec les domaines traités - Procéder à la justification des comptes, écritures de fin de mois (FAE, FNP)), - Contrôler, analyser et justifier les comptes fournisseurs - Respec…",,,,2025-04-20T05:26:14Z,https://www.adzuna.fr/land/ad/5154111067?se=RggkDS8e8BG_XLfW0bWCew&utm_medium=api&utm_source=e1ad5111&v=7EE5A7B6BBE20427C61EE74BBD608E254448F55D,Unknown,fr,genie_financier
Gestionnaire Comptable H/F,MSA Loire Atlantique - Vendée,"Saint-Herblain, Nantes","Quelles seront vos missions ? Au sein d'une équipe de 10 personnes, - Vous prenez en charge l'enregistrement comptable quotidien d'opérations (prestations sociales aux assurés, factures fournisseurs, notes de frais, etc.), et vous assurez leur contrôle, - Vous effectuez les opérations quotidiennes de gestion de trésorerie : saisie des paiements et encaissements, - Vous assurez le paiement et le suivi des budgets de prévention santé, - Vous élaborez mensuellement les justificatifs de bilan, - Vo…",1854,1854,,2025-04-05T05:10:35Z,https://www.adzuna.fr/land/ad/5130598833?se=RggkDS8e8BG_XLfW0bWCew&utm_medium=api&utm_source=e1ad5111&v=F629E9C5207A178881A7DBA6702AEBB34901817D,Unknown,fr,genie_financier
Gestionnaire Comptable H/F,Automatique et Industrie,"Rives, Grenoble","Prêt(e) à rejoindre l'aventure et intégrer une équipe solidaire et dynamique ? Améliorer vos compétences, faire la différence et vous épanouir dans une PME vivante et en croissance ? A propos du poste : Chez Automatique & Industrie on aime les projets ambitieux, les petits déjeuners bien gourmands et les bilans bien rangés  Si vous jonglez avec les factures, les balances et les relances client comme un(e) chef et que vous savez faire rimer rigueur avec bonne humeur ? Alors ce poste est peut-êtr…",24000,28000,,2025-04-20T05:26:22Z,https://www.adzuna.fr/land/ad/5154111166?se=RggkDS8e8BG_XLfW0bWCew&utm_medium=api&utm_source=e1ad5111&v=01108CD67318646694FA513CCA749DCEDF03031F,Emplois Informatique,fr,genie_financier
Trésorier (h/f) (Intérim),LHH,France,"Poste : LHH Recruitment Solutions, cabinet de conseil en recrutement, intérim spécialisé, management de transition, et évaluation d'expert.e.s, cadres et dirigeant.e.s, recherche pour son client un Trésorier H/F basé au Plessis Robinson (92) pour une mission d’intérim urgente de 8 mois renouvelable. Au sein du pôle Trésorerie, vos fonctions sont les suivantes : - Centralisation des informations pour la construction, l’analyse et le suivi des prévisions de cash-in sur l'année en cours (Budget / …",,,contract,2025-04-17T11:57:50Z,https://www.adzuna.fr/land/ad/5149278839?se=RggkDS8e8BG_XLfW0bWCew&utm_medium=api&utm_source=e1ad5111&v=92650243254C97632ADC7BD2260D69CD4637BC9F,Unknown,fr,genie_financier
GESTIONNAIRE COMPTABLE - BUDGET,IPAC Bachelor Factory Paris Ouest,"Paris, Ile-de-France","Ipac Bachelor Factory Paris Ouest, l' école de commerce, vous propose une alternance dans le cadre d'un Bachelor Gestion & Finance. Missions Assurer le traitement comptable des dépenses Assurer les relations comptables avec les fournisseurs et les services utilisateurs Participer au suivi budgétaire Recevoir, traiter et vérifier les pièces comptables Recevoir, répondre et/ou orienter les demandes des entreprises Réaliser le classement et l’archivage des documents Rédiger des courriers ou docume…",,,,2025-04-15T13:15:18Z,https://www.adzuna.fr/land/ad/5145583145?se=RggkDS8e8BG_XLfW0bWCew&utm_medium=api&utm_source=e1ad5111&v=1C3F227305D789E36D613F9B8CA16DAC8A90B337,Unknown,fr,genie_financier
Gestionnaire comptable H/F,Vendée Habitat,"Saint-Denis-la-Chevasse, La Roche-sur-Yon","Le poste de Gestionnaire comptable H/F Gestion et suivi des subventions : o Gestion des délibérations, conventions et arrêtés transmis par les collectivités o Gestion des demandes de versements des subventions et écritures comptables (notifications, encaissements des fonds) et contrôles avec PIH (comptes et FSFC) et SALVIA o Alimentation du tableau de bord de suivi des subventions o Ecritures comptables suite aux mouvements de l’actif Gestion de l’actif (en collaboration avec binôme) : o Gestio…",,,contract,2025-04-09T16:53:27Z,https://www.adzuna.fr/land/ad/5137203291?se=RggkDS8e8BG_XLfW0bWCew&utm_medium=api&utm_source=e1ad5111&v=08547C8051C92D67A9BB55F6DFE90CABA97F59D6,Unknown,fr,genie_financier
Gestionnaire comptable H/F,Vendée Habitat,"Le Poiré-sur-Vie, La Roche-sur-Yon","Le poste de Gestionnaire comptable H/F Gestion et suivi des subventions : o Gestion des délibérations, conventions et arrêtés transmis par les collectivités o Gestion des demandes de versements des subventions et écritures comptables (notifications, encaissements des fonds) et contrôles avec PIH (comptes et FSFC) et SALVIA o Alimentation du tableau de bord de suivi des subventions o Ecritures comptables suite aux mouvements de l’actif Gestion de l’actif (en collaboration avec binôme) : o Gestio…",,,contract,2025-04-17T08:01:25Z,https://www.adzuna.fr/land/ad/5149100556?se=RggkDS8e8BG_XLfW0bWCew&utm_medium=api&utm_source=e1ad5111&v=1E1F6AB7E27AAE7A4C1B2E3A3B0FE33F874A572B,Unknown,fr,genie_financier
